,Status Number,Type,Class,Name,Min JT,years,Max JT,Years,Min Fine,Max Fine,Offense,DEG,DEG_NUM
719,15-68a,M,U,ILL USE AIRCRAFT WO PERMISSION,0,Y,1,Y,$0,"$1,000",,,
720,15-69(b),M,U,FLS STMNT-AIRPRT/PLNE SECURITY,0,Y,1,Y,$0,"$1,000",,,
721,15-77,M,U,IL OPN ACFT UND INFL (SBS OFF),0,Y,1,Y,$0,$500,SBS OFF,,
722,15-154(b),M,A,FLR OBEY OFFICER STOP SIGNAL,0,Y,1,Y,$0,"$2,000",,,
723,15-156(b),M,U,VIO 15-156(B) (SBS OFF),0,Y,1,Y,$200,$600,B,,
724,15-173(c),M,U,ILL DISCHARGE SEWAGE FROM BOAT,0,Y,1,Y,$0,"$25,000",,,
725,15-175(a),M,A,ILL DISCHARGE UNTREATED SEWAGE,0,Y,1,Y,$0,"$2,000",,,
726,16a-13c,M,U,VIO ENERGY EMERGENCY ORDER,0,Y,1,Y,$0,"$1,000",,,
727,16a-23n(c),M,A,VIO PRPD OIL CNTRCT BY OIL DLR,0,Y,1,Y,$0,"$2,000",,,
728,17a-28(b),M,U,UNAUTH DISCLOSURE OF DCF RECS,0,Y,1,Y,$0,"$1,000",,,
729,17a-101e,M,U,FALSE REPORTING OF CHILD ABUSE,0,Y,1,Y,$0,"$2,000",,,
730,17a-101k,M,U,VIO CHILD ABUSE REGISTRY REGS,0,Y,1,Y,$0,"$1,000",,,
731,17a-496,M,U,VIO MENTAL HEALTH COMMIT REQS,0,Y,1,Y,$0,$200,,,
732,17a-689(e),M,U,FLS STMNT-ALCOHOL/DRUG COMMIT,0,Y,1,Y,$0,"$1,000",,,
733,17a-689(f),M,U,FRAUDULENT APPL FOR COMMITMENT,0,Y,1,Y,$0,$500,,,
734,17b-103,M,A,VENDOR REFUSE REFUND >$500,0,Y,1,Y,$0,"$2,000",,,
735,17b-127,M,A,TOWN ASSISTANCE FRAUD >$500,0,Y,1,Y,$0,"$2,000",,,
736,17b-407,M,A,FLR TO REPORT ABUSE (SBS OFF),0,Y,1,Y,$0,"$2,000",SBS OFF,,
737,17b-497,M,U,FALSE CLAIM BY PHARMACY,0,Y,1,Y,$0,"$1,000",,,
738,17b-530,M,U,VIO CONTINUING CARE FACLTY REQ,0,Y,1,Y,$0,"$10,000",,,
739,19a-87a(c),M,A,FLS STMNT-CRIMINAL CONVICTIONS,0,Y,1,Y,$0,"$2,000",,,
740,19a-87e(d),M,A,FLS STMNT-CRIMINAL CONVICTIONS,0,Y,1,Y,$0,"$2,000",,,
741,19a-131a,M,U,VIO PUBLIC HEALTH EMERGNCY ORD,0,Y,1,Y,$0,"$1,000",,,
742,19a-280a,M,A,ILL TRANSFER OF HUMAN ORGAN,0,Y,1,Y,$0,"$2,000",,,
743,19a-288,M,U,ILL DELIVER CORPSE FOR GAIN,0,Y,1,Y,$0,"$1,000",,,
744,19a-332d,M,U,VIO CARCINOGENIC SUBSTANCE REQ,0,Y,1,Y,$0,"$5,000",,,
745,19a-407,M,U,FAILURE TO REPORT DEATH,0,Y,1,Y,$0,$500,,,
746,19a-491b,M,A,FLS STMNT-CRIMINAL CONVICTIONS,0,Y,1,Y,$0,"$2,000",,,
747,19a-500,M,A,FLS STMNT-NURSING HOME LICENSE,0,Y,1,Y,$0,"$2,000",,,
748,19a-551,M,A,ILL MANAGEMENT PATIENT MONEY,0,Y,1,Y,$0,"$2,000",,,
749,20-281g,M,U,ILL ACTS BY PUBLIC ACCOUNTANTS,0,Y,1,Y,$0,"$1,000",,,
750,20-297,M,U,VIO ARCHITECT REQS,0,Y,1,Y,$0,$500,,,
751,20-355,M,U,ELECTRONICS REPAIR WO LICENSE,0,Y,1,Y,$0,$500,,,
752,20-377v,M,U,VIO INTERIOR DESIGNER REQS,0,Y,1,Y,$0,$500,,,
753,20-417e,M,A,VIO NEW HOME CONSTRUCTION REQS,0,Y,1,Y,$0,"$2,000",,,
754,20-427(b),M,A,FLR PAY REFUND-JOB > $10000,0,Y,1,Y,$0,"$2,000",,,
755,20-457(b),M,U,VIO COMMUNITY ASSOC MGMT REQS,0,Y,1,Y,$0,$500,,,
756,21-41(a),M,A,FLR/PWNBRKR TO GET ID(SBS OFF),0,Y,1,Y,$0,"$2,000",SBS OFF,,
757,21-42,M,A,VIO PAWNBROKR TRANSACTION REQS,0,Y,1,Y,$0,"$2,000",,,
758,21-47(b),M,A,VIO PAWNBROKER BUSINESS REQS,0,Y,1,Y,$0,"$2,000",,,
759,21a-22,M,U,ILL SALE OF HORSEMEAT PRODUCTS,0,Y,1,Y,$0,"$1,000",,,
760,21a-30,M,U,VIO FLOUR REQS (SBS OFF),0,Y,1,Y,$0,$500,SBS OFF,,
761,21a-64,M,U,ILL DISTRIBUTION OF POISON,0,Y,1,Y,$0,$50,,,
762,21a-65,M,U,ILL PURCHASE HYPODERMIC NEEDLE,0,Y,1,Y,$0,$500,,,
763,21a-93,M,U,VIO DRUG/COSMETC ACT (SBS OFF),0,Y,1,Y,$0,"$1,000",SBS OFF,,
764,21a-93,M,U,VIO DRUG/CSMTC ACT-FRAUD,0,Y,1,Y,$0,"$1,000",,,
765,21a-190l(c),M,U,VIO CHARITY FUND SOLICIT REQS,0,Y,1,Y,$0,"$5,000",,,
766,21a-267(b),M,A,DELIVERY OF DRUG PARAPHERNALIA,0,Y,1,Y,$0,"$2,000",,,
767,21a-279(c),M,U,POSS CNTRLD SBSTNC/<4 OZ MRHNA,0,Y,1,Y,$0,"$1,000",,,
768,21a-337,M,U,VIO HAZ SBSTNCE REQS (SBS OFF),0,Y,1,Y,$0,"$3,000",SBS OFF,,
769,21a-337,M,U,VIO HZRDS SBSTNCE ACT-FRAUD,0,Y,1,Y,$0,"$3,000",,,
770,22-319a,M,U,ILL SALE HOG CHOLERA SERUM,0,Y,1,Y,"$5,000","$10,000",,,
771,22-342(d),M,U,OP KENNL AFTR LICNS REVOK/SUSP,0,Y,1,Y,$0,"$1,000",,,
772,22-342(e),M,U,VIO KENNEL LICNS/INSPECT REQS,0,Y,1,Y,$0,"$1,000",,,
773,22-344e,M,U,PROCURE DOG/CAT W/O PT SHP LIC,0,Y,1,Y,$0,"$1,000",,,
774,22a-44(c),M,U,VIO DEP WETLAND REG (SBS OFF),0,Y,1,Y,$0,"$2,000",SBS OFF,,
775,22a-63(a),M,U,VIO PESTICIDE CONTROL REQS,0,Y,1,Y,$0,"$5,000",,,
776,22a-63(c),M,U,PESTICIDE INFORMATION FRAUD,0,Y,1,Y,$0,"$10,000",,,
777,22a-123,M,U,VIO HAZARDOUS WASTE CERT,0,Y,1,Y,$0,"$25,000",,,
778,22a-163m,M,U,VIO RAD WASTE FACILITY REQS,0,Y,1,Y,$0,"$25,000",,,
779,22a-175(a),M,U,VIO AIR POLLUTION CONTROL REQS,0,Y,1,Y,$0,"$25,000",,,
780,22a-255l,M,U,FLS STMNT-PACKAGING COMPL CERT,0,Y,1,Y,$0,"$50,000",,,
781,22a-354s,M,U,VIO AQUIFER PROTECT (SBS OFF),0,Y,1,Y,$0,"$2,000",SBS OFF,,
782,22a-376(c),M,U,FLS STMNT-WATER DIVERSION DOCS,0,Y,1,Y,$0,"$11,000",,,
783,22a-378,M,U,VIO WATER SUPPLY EMERGENCY ORD,0,Y,1,Y,$0,"$1,000",,,
784,22a-430(a),M,U,WATER POLLUTION-DISCHARGE W/O PERMIT,0,Y,1,Y,$0,"$25,000",,,
785,22a-438(b),M,U,VIO WATER POLLUTION CNTRL REQS,0,Y,1,Y,$0,"$25,000",,,
786,22a-469,M,U,VIO PCB SALE/DISPOSITION REQS,0,Y,1,Y,$0,"$25,000",,,
787,26-40f,M,U,EMPLYR SOL ENDNGRD SPECIES VIO,0,Y,1,Y,$0,"$10,000",,,
788,26-61,M,U,HUNT/FISH-INDEF SUSP (SBS OFF),0,Y,1,Y,$200,$500,SBS OFF,,
789,26-82,M,U,VIO DEER KILLING REG (SBS OFF),0,Y,1,Y,$200,"$1,000",SBS OFF,,
790,26-85,M,U,ILL DEER JACKLIGHT (SBS OFF),0,Y,1,Y,$200,"$1,000",SBS OFF,,
791,26-86a,M,U,IL DEER KILL WO PRMT (SBS OFF),0,Y,1,Y,$200,"$1,000",SBS OFF,,
792,26-225,M,U,THEFT OF OYSTERS-DAYTIME,0,Y,1,Y,$0,$300,,,
793,26-225,M,U,THEFT OF OYSTERS-NIGHT,0,Y,1,Y,$0,$500,,,
794,26-311,M,U,EMPLYR SOL TAKING ENDG SPECIES,0,Y,1,Y,$0,"$10,000",,,
795,27-44,M,U,ILL RECEIPT MILITARY PROPERTY,0,Y,1,Y,$0,$300,,,
796,28-9d,M,U,FRD APPL FEDERAL DISASTER ASST,0,Y,1,Y,$0,"$5,000",,,
797,29-37j(b),M,A,SOLICIT PURCHASE OF >1 FIREARM,0,Y,1,Y,$0,"$2,000",,,
798,29-117,M,U,ILL MOVIE EXHIBITION FOR FEE,0,Y,1,Y,$0,"$1,000",,,
799,29-161,M,U,VIO PVT DET/GUARD/SEC PER REQS,0,Y,1,Y,$0,"$5,000",,,
800,29-161x,M,U,VIOLATE SEC SVC LICENSE REQS,0,Y,1,Y,$0,"$5,000",,,
801,29-171,M,A,ILL DISCL NARC INVESTIGTN INFO,0,Y,1,Y,$0,"$2,000",,,
802,29-320,M,U,VIO FLM/CBST LIQ REQ (SBS OFF),0,Y,1,Y,$500,"$1,000",SBS OFF,,
803,29-322(a),M,U,OPN UNINSP VEHICLE (SBS OFF),0,Y,1,Y,$500,"$1,000",SBS OFF,,
804,29-322(b),M,U,FLR RPT LEAK FM VEH (SBS OFF),0,Y,1,Y,$500,"$1,000",SBS OFF,,
805,29-331,M,U,VIO LIQ NAT GAS REG (SBS OFF),0,Y,1,Y,$500,"$1,000",SBS OFF,,
806,29-332(a),M,U,OPN UNINSP GAS VEH (SBS OFF),0,Y,1,Y,$500,"$1,000",SBS OFF,,
807,29-332(b),M,U,FLR RPT NAT GAS LEAK (SBS OFF),0,Y,1,Y,$500,"$1,000",SBS OFF,,
808,29-355a,M,U,ILL SALE BLACK POWDER TO MINOR,0,Y,1,Y,$0,"$1,000",,,
809,29-357(a),M,A,ILL POSS EXPLODING FIREWORKS,0,Y,1,Y,$0,"$2,000",,,
810,29-357(a),M,A,ILL SALE EXPL FIREWORK >$10000,0,Y,1,Y,$0,"$2,000",,,
811,29-357(b),M,A,VIO FIREWORK DISPLAY PRMT REQS,1,Y,1,Y,$0,"$2,000",,,
812,29-367,M,U,VIO MODEL ROCKETRY REGS,0,Y,1,Y,$0,$500,,,
813,29-414,M,U,VIO STATE DEMOLITION CODE,0,Y,1,Y,$0,$500,,,
814,30-6,M,U,VIO LIQUOR CONTROL REGS,0,Y,1,Y,$0,"$1,000",,,
815,30-74(a),M,U,ILL SALE OF ALCOHOL - BAR,0,Y,1,Y,$0,"$1,000",,,
816,30-74(b),M,U,ILL SALE OF ALCOHOL - CLUB/ORG,0,Y,1,Y,$0,"$1,000",,,
817,30-74(c),M,U,ILL SALE OF ALCOHOL- DRIVE UP,0,Y,1,Y,$0,"$1,000",,,
818,30-76,M,U,ILL PURCHASE LIQUOR FOR RESALE,0,Y,1,Y,$0,"$1,000",,,
819,30-77,M,U,ILL DISPOSE LIQUOR WO PERMIT,0,Y,1,Y,$0,"$1,000",,,
820,30-86,M,U,ILL SALE LIQ TO MINOR/DRUNKARD,0,Y,1,Y,$0,"$1,000",,,
821,30-87,M,U,ILL INDUCE MINOR PROCURE LIQ,0,Y,1,Y,$0,"$1,000",,,
822,30-90,M,U,ILL PRMT MNR LOITER NR PREMISE,0,Y,1,Y,$0,"$1,000",,,
823,30-93a,M,U,LIQUOR SHIPPING REQUIREMENTS,0,Y,1,Y,$0,"$1,000",,,
824,30-98,M,U,ILL DEL LIQUOR TO PRISONER,0,Y,1,Y,$0,"$1,000",,,
825,30-100,M,U,ILL OPN OF BOTTLE CLUB WO PRMT,0,Y,1,Y,$0,"$1,000",,,
826,30-101,M,U,ILL SALE LIQUOR BY PHARMACIST,0,Y,1,Y,$0,"$1,000",,,
827,30-113,M,U,VIO LIQUOR CONTROL ACT/PERMITS,0,Y,1,Y,$0,"$1,000",,,
828,31-4,M,U,DEFRAUD ALIEN WORKERS OF WAGES,0,Y,1,Y,$0,$100,,,
829,31-48b(d),M,U,ILL ELECTRONIC EAVESDROPPING,0,Y,1,Y,$0,"$1,000",,,
830,31-51k,M,A,ILL EMPLOY ALIEN (SBS OFF),0,Y,1,Y,$0,"$2,000",SBS OFF,,
831,31-69(b),M,U,FLR PAY REQD WAGE $1000-$2000,0,Y,1,Y,"$2,000","$4,000",,,
832,31-71g,M,U,VIO WAGE PYMNT REQ $1000-$2000,0,Y,1,Y,"$1,000","$2,000",,,
833,31-131c,M,A,OPN EMPLOYMENT AGENCY WO LIC,0,Y,1,Y,$0,"$2,000",,,
834,31-273(c),M,A,ILL PAY WAGES WO PAYROLL RECRD,0,Y,1,Y,$0,"$2,000",,,
835,31-273(f),M,A,UNEMPLOYMENT COMP FRAUD < $500,0,Y,1,Y,$0,"$2,000",,,
836,31-273(g),M,A,FLR PAY UNEMPLOYMENT CONTRBTNS,0,Y,1,Y,$0,"$2,000",,,
837,31-381,M,U,ILL DISCLOSURE OF TRADE SECRET,0,Y,1,Y,$0,"$1,000",,,
838,31-382(e),M,U,VIO HLTH/SFTY ORDER (SBS OFF),0,Y,1,Y,$0,"$20,000",SBS OFF,,
839,31-382(j),M,U,ILL BODILY HARM TO INSPECTOR,0,Y,1,Y,$0,"$10,000",,,
840,35-1,M,U,ILL USE FICTITIOUS TRADE NAME,0,Y,1,Y,$0,$500,,,
841,35-20,M,U,ILL USE FLD DV/NM/MK (SBS OFF),0,Y,1,Y,$0,$10,SBS OFF,,
842,36a-55,M,U,DEROGATORY STTMENT RE FIN INST,0,Y,1,Y,$0,"$1,000",,,
843,36a-56,M,U,FALSE REPORT TO FINANCIAL INST,0,Y,1,Y,$0,$500,,,
844,36a-57(b),M,U,WILFULL VIO BANKING LAW,0,Y,1,Y,$0,"$1,000",,,
845,36a-216,M,U,VIO BANK PROTECTION REGS,0,Y,1,Y,$0,"$1,000",,,
846,36a-285,M,U,ILL OBSTRUCT INSURANCE COMMISS,0,Y,1,Y,$0,"$1,000",,,
847,36a-617,M,U,VIO LOAN BROKER REQS,0,Y,1,Y,$0,"$1,000",,,
848,36a-665(a),M,U,DEBT ADJUSTMENT WO LICENSE,0,Y,1,Y,$0,"$1,000",,,
849,36a-681,M,U,VIO TRUTH-IN-LENDING ACT,0,Y,1,Y,$0,"$5,000",,,
850,36a-810,M,U,OPN CONSUMER COLL AGNCY WO LIC,0,Y,1,Y,$0,"$1,000",,,
851,38a-18,M,U,FLR COMPLY COMMR SEIZURE ORDER,0,Y,1,Y,$0,"$1,000",,,
852,38a-162,M,A,FINANCE INSURANCE PREM WO LIC,0,Y,1,Y,$0,"$2,000",,,
853,38a-287,M,U,FRD ON LIFE INS COMPANY < $100,0,Y,1,Y,$0,$500,,,
854,38a-464,M,U,ISSUE BURIAL CONTRACT WO LIC,0,Y,1,Y,$0,$500,,,
855,38a-660a,F,D,FLR NOTIFY RE BAIL BOND AGENTS,0,Y,1,Y,$0,"$5,000",,,
856,38a-680,M,U,WILFUL VIO INS COMM FINAL ORD,0,Y,1,Y,$0,"$10,000",,,
857,38a-790,M,U,VIO MTR VEH DAMAGE APPRL REQ,0,Y,1,Y,$0,$500,,,
858,38a-792,M,U,VIO CASUALTY CLM ADJUSTER REQS,0,Y,1,Y,$0,$200,,,
859,38a-908,M,U,FLR COOPERATE INS COM INVSTGTN,0,Y,1,Y,$0,"$10,000",,,
860,38a-999a,M,U,ILL DISCLOSURE MED INFO (SBS),0,Y,1,Y,$0,"$2,000",SBS,,
861,40-52,M,U,FRAUDULENT WAREHOUSE RECEIPT,0,Y,1,Y,$0,"$1,000",,,
862,40-54,M,U,FLR STATE OWNERSHIP-WRHSE RCPT,0,Y,1,Y,$0,"$1,000",,,
863,40-55,M,U,DELIVER GOODS W/O OBTNING RCPT,0,Y,1,Y,$0,"$1,000",,,
864,40-56,M,U,ILL TAKING NEGOTIABLE RECEIPT,0,Y,1,Y,$0,"$1,000",,,
865,41-48,M,U,ILL ISSUE FALSE BILL OF LADING,0,Y,1,Y,$0,"$1,000",,,
866,41-50,M,U,FRD RECEIPT OF BILL OF LADING,0,Y,1,Y,$0,"$1,000",,,
867,42-116,M,U,VIO PHOTOGRAPHIC SALES REQS,0,Y,1,Y,$100,"$1,000",,,
868,42-201,M,A,FAIL TO POSS LIC-FUNRL SVC CONTR,0,Y,1,Y,$0,"$2,000",,,
869,42-232,M,U,VIO SUPPLY EMERGENCY RESTRCTNS,0,Y,1,Y,$0,"$1,000",,,
870,43-9,M,U,IMPERSONATE WGHT/MSR INSPECTOR,0,Y,1,Y,$100,$500,,,
871,43-9,M,U,ILL USE FLS WGT DEV (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
872,43-31,M,U,VIO PETRO WEIGH REQS (SBS OFF),0,Y,1,Y,$50,$500,SBS OFF,,
873,43-32,M,U,PETRO DELIVERY TKTS (SBS OFF),0,Y,1,Y,$50,$500,SBS OFF,,
874,43-33,M,U,FLR SECURE VEH WGT (SBS OFF),0,Y,1,Y,$50,$500,SBS OFF,,
875,43-37,M,U,VIO PET GAS SALE REQ (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
876,43-38,M,U,ILL PET GAS SALES (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
877,43-39,M,U,FLR PROVIDE DEL TKTS (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
878,43-40,M,U,ILL SEAL LPG METER (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
879,43-41,M,U,ILL VAR LPG WEIGHT (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
880,43-42,M,U,VIO WGHT/MEAS REGS (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
881,43-45,M,U,VIO THREAD SALE REQS (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
882,43-46,M,U,WEIGH DEV DLR REQS (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
883,43-47,M,U,FLR REG WGH DEV DLR (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
884,43-48,M,U,FLR RPT WGH DEV RPR (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
885,43-49,M,U,FLR REM CONDEMN TAGS (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
886,43-50,M,U,FLR CALIBRATE EQUIP (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
887,45a-282,M,U,FLR CUSTODIAN TO DELIVER WILL,0,Y,1,Y,$0,"$1,000",,,
888,45a-615,M,U,FLS APPL TO REMOVE GUARDIAN,0,Y,1,Y,$0,"$1,000",,,
889,45a-648,M,U,FLS APPL INVOLUNTARY REPRESNTN,0,Y,1,Y,$0,"$1,000",,,
890,46a-58(a),M,A,DEPRIVATION OF RIGHTS,0,Y,1,Y,$0,"$2,000",,,
891,46a-58(b),M,A,DESECRATION OF PROPERTY,0,Y,1,Y,$0,"$2,000",,,
892,46a-58(c),M,A,CROSS BURNING,0,Y,1,Y,$0,"$2,000",,,
893,46b-23,M,U,PERFORM MARRIAGE WO AUTHORITY,0,Y,1,Y,$0,$500,,,
894,46b-169,M,U,CRIM CNTMPT-FLR PROS PATERNITY,0,Y,1,Y,$0,$200,,,
895,46b-38ee,M,U,KNOWINGLY VIO CIVIL UNION REQS,0,Y,1,Y,$0,$500,,,
896,51-164r(b),M,A,FLR RESPOND-PAYABLE VIOLATION,0,Y,1,Y,$0,"$2,000",,,
897,51-164r(b),M,A,FLR RESPOND-PAYABLE VIOLATION,0,Y,1,Y,$0,"$2,000",,,
898,51-247b,M,A,ILL CONSULTING BY FORMER JUROR,0,Y,1,Y,$0,"$2,000",,,
899,51-297,M,A,FALSE STATEMENT-PUBLIC DEFENDER SVCS,0,Y,1,Y,$0,"$2,000",,,
900,53-20(a)(2),M,U,NEGLIGENT CRUELTY TO PERSONS,0,Y,1,Y,$0,$500,,,
901,53-20(b)(2),M,U,NEGLIGENT CRLTY-CHILD >19 YRS,0,Y,1,Y,$0,$500,,,
902,53-21a(a),M,A,UNSUPRV CHILD <12 IN PUB PL/MV,0,Y,1,Y,$0,"$2,000",,,
903,53-37b,M,A,DEPRIVE RIGHTS BY FORCE/THREAT,0,Y,1,Y,$0,"$2,000",,,
904,53-39,M,U,MALICIOUS PROSECUTION,0,Y,1,Y,$0,$100,,,
905,53-142b,M,A,ILL TRANSFER OF RECORDS/TAPES,0,Y,1,Y,$0,"$2,000",,,
906,53-142c,M,A,ILL SALE OF RECORD/TAPE W/O ID,0,Y,1,Y,$0,"$2,000",,,
907,53-142j,M,A,ILL DELAY BY PVT COURIER SVC,0,Y,1,Y,$0,"$2,000",,,
908,53-194,M,U,ILL REDUCE LEVEL-BANTAM LAKE,0,Y,1,Y,$25,$500,,,
909,53-202c,M,A,IL POSS ASSAULT WPN (EXCEPTION),0,Y,1,Y,$0,"$2,000",EXCEPTION,,
910,53-206d(b),M,A,ILL HUNTING-UI DRUGS/ALCOHOL,0,Y,1,Y,$0,"$2,000",,,
911,53-206d(b),M,A,ILL HUNTING WHILE IMPAIRED,0,Y,1,Y,$0,"$2,000",,,
912,53-206d(b),M,A,HUNTING UI- .07 BAC W/PRIOR,0,Y,1,Y,$0,"$2,000",,,
913,53-212,M,U,ILL USE X-RAYS W/O LICENSE,0,Y,1,Y,$100,$300,,,
914,53-237a,M,A,ILL CONCEALMENT OF DELIVERY,0,Y,1,Y,$0,"$2,000",,,
915,53-247(a),M,U,CRUELTY TO ANIMALS,0,Y,1,Y,$0,"$1,000",,,
916,53-251,M,U,ILL DOCKING HORSE TAIL,0,Y,1,Y,$0,$300,,,
917,53-258a,M,A,ILL USE OF FLAG,0,Y,1,Y,$0,"$2,000",,,
918,53-278b(b),M,A,ILL PROFESSIONAL GAMBLING,0,Y,1,Y,$0,"$2,000",,,
919,53-278c(d),M,A,ILL POSS GAMBLING DEVICES,0,Y,1,Y,$0,"$2,000",,,
920,53-278d(a),M,A,ILL TRANSMISSION GAMBLING INFO,0,Y,1,Y,$0,"$2,000",,,
921,53-278e(d),M,A,ILL MAINTAIN GAMBLING PREMISES,0,Y,1,Y,$0,"$2,000",,,
922,53-289,M,A,ILL TICKET SCALPING (2ND OFF),0,Y,1,Y,$0,"$2,000",2ND OFF,,
923,53-304,M,U,FLR FURNISH NECESSARY SUPPORT,0,Y,1,Y,$0,$0,,,
924,53-324,M,U,FLR MARK GOLD ARTICLES,0,Y,1,Y,$0,"$1,000",,,
925,53-325,M,U,FLS REP RE GOLD/ALLOY ITEM,0,Y,1,Y,$0,"$1,000",,,
926,53-326,M,U,FLS REP RE STERLING SILVER,0,Y,1,Y,$0,"$1,000",,,
927,53-327,M,U,FLS MARKING RE COIN SILVER,0,Y,1,Y,$0,"$1,000",,,
928,53-343a(c),M,A,ILL WAGERING-UNDER 21,0,Y,1,Y,$0,"$2,000",,,
929,53-369,M,U,FLS PRETENSE-ANIMAL PEDIGREE,0,Y,1,Y,$0,$500,,,
930,53-442,M,A,HEALTH INSURANCE FRAUD >$500,0,Y,1,Y,$0,"$2,000",,,
931,53-451,M,A,COMPUTER CRIME-RECKLESS>$2500,0,Y,1,Y,$0,"$2,000",,,
932,53a-48,M,A,CONSPIRACY (MISDEMEANOR  A),0,Y,1,Y,$0,"$2,000",MISDEMEANOR  A,,
933,53a-58,M,A,CRIMINALLY NEGLIGENT HOMICIDE,0,Y,1,Y,$0,"$2,000",,,
934,53a-61,M,A,ASSAULT 3RD DEG,0,Y,1,Y,$0,"$2,000",,3RD ,3.0
935,53a-61(a)(1),M,A,ASSAULT 3RD DEG-PHYSICL INJURY,0,Y,1,Y,$0,"$2,000",,3RD ,3.0
936,53a-61(a)(2),M,A,ASSAULT 3RD DEG-RKLS SRS INJRY,0,Y,1,Y,$0,"$2,000",,3RD ,3.0
937,53a-61(a)(3),M,A,ASSAULT 3RD DEG-NEGL INJ-WEAPN,0,Y,1,Y,$0,"$2,000",,3RD ,3.0
938,53a-61a,M,A,ASSLT 3- VICTIM ELDERLY OR OTHER,0,Y,1,Y,$0,"$2,000",,,
939,53a-62,M,A,THREATENING  2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
940,53a-63,M,A,RECKLESS ENDANGERMENT 1ST DEG,0,Y,1,Y,$0,"$2,000",,1ST ,1.0
941,53a-73a(a)(8),M,A,"SEX 4-ACTR IN POWER>19,VTCM<18",0,Y,1,Y,$0,"$2,000",,,
942,53a-73a,M,A,SEXUAL ASSAULT 4TH DEG,0,Y,1,Y,$0,"$2,000",,4TH ,4.0
943,53a-73a(a)(1)(B),M,A,SEX 4-INABILITY TO CONSENT,0,Y,1,Y,$0,"$2,000",,,
944,53a-73a(a)(1)(C),M,A,SEX 4-PHYSICALLY HELPLESS,0,Y,1,Y,$0,"$2,000",,,
945,53a-73a(a)(1)(D),M,A,"SEX 4-VICTIM<18YR,ACTOR=GUARDIAN",0,Y,1,Y,$0,"$2,000",,,
946,53a-73a(a)(1)(E),M,A,SEX 4-ACTOR IN CHARGE OF VICTIM,0,Y,1,Y,$0,"$2,000",,,
947,53a-73a(a)(2),M,A,SEX 4-SEX CONTACT W/O CONSENT,0,Y,1,Y,$0,"$2,000",,,
948,53a-73a(a)(3),M,A,SEX 4-SEX CTC-ANIMAL OR CORPSE,0,Y,1,Y,$0,"$2,000",,,
949,53a-73a(a)(4),M,A,SEX 4-ACTOR IS PSYCHOTHERAPIST,0,Y,1,Y,$0,"$2,000",,,
950,53a-73a(a)(5),M,A,SEX 4-FALSE REP OF MED PURPOSE,0,Y,1,Y,$0,"$2,000",,,
951,53a-73a(a)(6),M,A,"SEX 4-VICTIM=STUDENT,ACTR=EMPLYE",0,Y,1,Y,$0,"$2,000",,,
952,53a-73a(a)(7),M,A,"SEX 4-VICTIM=STUDENT,ACTOR=COACH",0,Y,1,Y,$0,"$2,000",,,
953,53a-82,M,A,PROSTITUTION,0,Y,1,Y,$0,"$2,000",,,
954,53a-83,M,A,PATRONIZING A PROSTITUTE,0,Y,1,Y,$0,"$2,000",,,
955,53a-83(a)(3),M,A,SOLICITING SEXUAL CONDUCT,0,Y,1,Y,$0,"$2,000",,,
956,53a-83a,M,A,PATRONIZE PROSTITUTE FM MV,0,Y,1,Y,$0,"$2,000",,,
957,53a-89,M,A,PERMITTING PROSTITUTION,0,Y,1,Y,$0,"$2,000",,,
958,53a-96,M,A,UNLAWFUL RESTRAINT 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
959,53a-98,M,A,CUSTODIAL INTERFERENCE 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
960,53a-106,M,A,POSSESSION OF BURGLAR TOOLS,0,Y,1,Y,$0,"$2,000",,,
961,53a-107,M,A,CRIMINAL TRESPASS 1ST DEG,0,Y,1,Y,$0,"$2,000",,1ST ,1.0
962,53a-107(a)(4),M,A,CRIM TRESPASS 1ST DEG-PUB LAND,0,Y,1,Y,$0,"$2,000",,1ST ,1.0
963,53a-116,M,A,CRIMINAL MISCHIEF 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
964,53a-116(a)(3),M,A,CRIM MISCHIEF 2ND DEG-PUB LAND,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
965,53a-117f,M,A,CRIM DAMAGE PROPERTY 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
